groupResult.Bipolar.ID	groupResult.Bipolar.chrom	groupResult.Bipolar.loc.start	groupResult.Bipolar.loc.end	groupResult.Bipolar.num.mark	groupResult.Bipolar.seg.mean
X.Bipolar.qn.14	10	117559046	135498991	7818	0.0036
X.Bipolar.qn.14	11	189654	2058046	2672	0.0061
X.Bipolar.qn.14	11	2064747	2093631	10	-0.1909
X.Bipolar.qn.14	11	2093768	3238736	1462	0.0047
X.Bipolar.qn.14	11	3238777	3243891	21	-0.1824
X.Bipolar.qn.14	11	3244486	5950798	803	-0.0161
X.Bipolar.qn.14	11	5951048	5960213	11	0.1251
X.Bipolar.qn.14	11	5967520	16217296	3666	0.0019
X.Bipolar.qn.14	11	16274134	16424728	15	-0.1373
X.Bipolar.qn.14	11	16424935	90334691	22600	0.0039
X.Bipolar.qn.14	11	90372594	90739454	12	-0.1837
X.Bipolar.qn.14	11	90797970	105407080	2129	-0.0154
X.Bipolar.qn.14	11	105448280	105480347	7	-0.226
X.Bipolar.qn.14	11	105480410	134945853	9951	0.0056
X.Bipolar.qn.14	12	186000	2233112	1085	0.0071
X.Bipolar.qn.14	12	2247203	2255779	3	-0.3005
X.Bipolar.qn.14	12	2261178	7780736	3009	0.0107
X.Bipolar.qn.14	12	7781004	7781431	5	-0.3133
X.Bipolar.qn.14	12	7791451	31272112	4918	-0.0155
X.Bipolar.qn.14	12	31272114	31361295	5	0.2563
X.Bipolar.qn.14	12	31370930	48745021	2600	-0.0115
X.Bipolar.qn.14	12	48745061	48745071	3	-0.3105
X.Bipolar.qn.14	12	48745098	54402468	3802	0.0142
X.Bipolar.qn.14	12	54402697	54402717	4	0.3978
X.Bipolar.qn.14	12	54402888	88524335	7096	-0.0113
X.Bipolar.qn.14	12	88524730	88531729	4	-0.2451
X.Bipolar.qn.14	12	88535429	113229392	7018	6e-04
X.Bipolar.qn.14	12	113229465	113229584	4	0.5487
X.Bipolar.qn.14	12	113229617	133779169	9866	0.0099
X.Bipolar.qn.14	13	19448912	79934402	10501	-0.0115
X.Bipolar.qn.14	13	79942882	79969566	14	-0.1508
X.Bipolar.qn.14	13	79970990	113702279	6487	-0.0099
X.Bipolar.qn.14	13	113702436	113713924	21	0.1652
X.Bipolar.qn.14	13	113713970	115094006	1256	0.0098
X.Bipolar.qn.14	14	19613906	31358891	3609	5e-04
X.Bipolar.qn.14	14	31359153	31464361	13	-0.1416
X.Bipolar.qn.14	14	31484468	69446664	8248	-0.0061
X.Bipolar.qn.14	14	69446979	69446981	2	-0.432
X.Bipolar.qn.14	14	69447674	70670452	563	0.0079
X.Bipolar.qn.14	14	70690287	70690454	3	-0.4378
X.Bipolar.qn.14	14	70690525	101383762	9494	0.0069
X.Bipolar.qn.14	14	101390241	101463569	131	-0.1722
X.Bipolar.qn.14	14	101464220	107288070	3977	0.0079
X.Bipolar.qn.14	15	20152530	24285115	334	-0.0106
X.Bipolar.qn.14	15	24506381	24506388	2	-0.3715
X.Bipolar.qn.14	15	24672032	49616494	6991	-7e-04
X.Bipolar.qn.14	15	49675495	49813278	23	-0.1311
X.Bipolar.qn.14	15	49822363	93426637	14851	0.0053
X.Bipolar.qn.14	15	93426986	93446560	18	-0.1257
X.Bipolar.qn.14	15	93447445	94651923	312	0.0061
X.Bipolar.qn.14	15	94652513	94707517	7	-0.1698
X.Bipolar.qn.14	15	94710992	102513445	2311	0.0051
X.Bipolar.qn.14	16	85741	72096368	23542	0.0096
X.Bipolar.qn.14	16	72096449	72106315	4	-0.2976
X.Bipolar.qn.14	16	72115941	90163073	9146	0.0117
X.Bipolar.qn.14	17	3075	34434265	14457	0.0103
X.Bipolar.qn.14	17	34445934	34479862	7	-0.2684
X.Bipolar.qn.14	17	34817706	41411006	4264	0.0116
X.Bipolar.qn.14	17	41436808	41442227	6	-0.2053
X.Bipolar.qn.14	17	41445688	44214771	1854	0.0138
X.Bipolar.qn.14	17	44215904	44341754	48	0.1405
X.Bipolar.qn.14	17	44344142	45056976	188	3e-04
X.Bipolar.qn.14	17	45057218	45110797	7	-0.1448
X.Bipolar.qn.14	17	45146033	58798874	5275	0.0066
X.Bipolar.qn.14	17	58804974	58826810	10	-0.1418
X.Bipolar.qn.14	17	58870064	59846164	282	-7e-04
X.Bipolar.qn.14	17	59862229	59911755	7	-0.2063
X.Bipolar.qn.14	17	59914735	67231728	2196	0.0078
X.Bipolar.qn.14	17	67241141	67247099	3	-0.3056
X.Bipolar.qn.14	17	67260128	81060259	10391	0.0125
X.Bipolar.qn.14	18	10862	112528	12	-0.1684
X.Bipolar.qn.14	18	136602	26470890	4536	-0.0023
X.Bipolar.qn.14	18	26485722	27852027	27	-0.1239
X.Bipolar.qn.14	18	27861779	48951908	3359	-0.0031
X.Bipolar.qn.14	18	49063937	49072731	5	-0.2117
X.Bipolar.qn.14	18	49140574	78012216	5410	-0.0082
X.Bipolar.qn.14	19	264871	33667550	16995	0.012
X.Bipolar.qn.14	19	33667906	33667908	2	-0.4397
X.Bipolar.qn.14	19	33668491	51105087	11293	0.011
X.Bipolar.qn.14	19	51107558	51107560	2	-1.2111
X.Bipolar.qn.14	19	51108184	59097644	4900	0.0082
X.Bipolar.qn.14	2	18435	176770873	38819	-0.0015
X.Bipolar.qn.14	2	176771115	176829282	8	-0.1882
X.Bipolar.qn.14	2	176846399	191754464	2739	-0.0263
X.Bipolar.qn.14	2	191760351	191796184	13	-0.1325
X.Bipolar.qn.14	2	191807321	243031026	15398	0.0017
X.Bipolar.qn.14	20	68112	4991554	2294	0.0109
X.Bipolar.qn.14	20	4991784	4991786	2	-0.8426
X.Bipolar.qn.14	20	5004919	62948134	18405	0.0075
X.Bipolar.qn.14	21	10990890	48091011	9024	-0.0019
X.Bipolar.qn.14	22	16868045	24372133	3017	0.0134
X.Bipolar.qn.14	22	24372913	24384340	6	0.3281
X.Bipolar.qn.14	22	24399518	39354115	6249	0.0136
X.Bipolar.qn.14	22	39377247	39378382	3	-0.3684
X.Bipolar.qn.14	22	39395536	51222011	6570	0.0108
X.Bipolar.qn.14	3	64070	3056548	207	-0.0291
X.Bipolar.qn.14	3	3057177	3073276	2	-0.3298
X.Bipolar.qn.14	3	3079072	128370463	27163	-5e-04
X.Bipolar.qn.14	3	128384203	128403035	13	0.151
X.Bipolar.qn.14	3	128417196	197840782	16187	-0.0085
X.Bipolar.qn.14	4	43882	116011750	21000	-0.0109
X.Bipolar.qn.14	4	116034871	117153367	25	-0.1648
X.Bipolar.qn.14	4	117218289	190943979	10945	-0.0225
X.Bipolar.qn.14	5	12322	36960635	7632	-0.0076
X.Bipolar.qn.14	5	36960997	37044054	11	-0.1525
X.Bipolar.qn.14	5	37049878	50761067	1834	-0.0183
X.Bipolar.qn.14	5	50761082	51787275	25	-0.1367
X.Bipolar.qn.14	5	51813651	78281684	5444	-0.0073
X.Bipolar.qn.14	5	78281734	78282793	8	-0.1487
X.Bipolar.qn.14	5	78283014	93957782	2360	-0.0293
X.Bipolar.qn.14	5	93964580	94027888	7	-0.1927
X.Bipolar.qn.14	5	94034104	140553150	9632	-0.0095
X.Bipolar.qn.14	5	140554819	140557249	4	0.4669
X.Bipolar.qn.14	5	140559871	142806343	1388	-0.0017
X.Bipolar.qn.14	5	142807171	142825390	12	-0.1336
X.Bipolar.qn.14	5	142829804	180876284	11029	0.0064
X.Bipolar.qn.14	6	154566	7389956	2771	0.0067
X.Bipolar.qn.14	6	7390083	7390091	2	-0.463
X.Bipolar.qn.14	6	7390136	24342155	3847	-2e-04
X.Bipolar.qn.14	6	24355633	24365343	26	-0.1294
X.Bipolar.qn.14	6	24383595	29838356	3519	-0.0046
X.Bipolar.qn.14	6	29854740	29910778	32	-0.2953
X.Bipolar.qn.14	6	29913343	31237824	2592	0.0114
X.Bipolar.qn.14	6	31238036	31239324	5	0.5122
X.Bipolar.qn.14	6	31239411	31275881	21	-0.0432
X.Bipolar.qn.14	6	31276105	31276797	9	-0.375
X.Bipolar.qn.14	6	31322121	31325085	12	0.2447
X.Bipolar.qn.14	6	31334738	31508318	169	0.0068
X.Bipolar.qn.14	6	31508357	31509434	11	0.1771
X.Bipolar.qn.14	6	31509496	32549631	3053	0.0156
X.Bipolar.qn.14	6	32551749	32551949	2	0.9499
X.Bipolar.qn.14	6	32552039	35754758	3514	0.009
X.Bipolar.qn.14	6	35754906	35766561	14	-0.2355
X.Bipolar.qn.14	6	35771838	45155906	4110	0.009
X.Bipolar.qn.14	6	45163967	45295368	11	-0.2323
X.Bipolar.qn.14	6	45296101	154564690	17186	-0.0185
X.Bipolar.qn.14	6	154566747	154568143	2	-0.5785
X.Bipolar.qn.14	6	154568414	171033352	5873	0.0029
X.Bipolar.qn.14	7	41525	26132589	8890	-0.0029
X.Bipolar.qn.14	7	26137796	26141012	3	-0.4977
X.Bipolar.qn.14	7	26143257	29663780	1558	-0.0014
X.Bipolar.qn.14	7	29688942	29689996	4	-0.2481
X.Bipolar.qn.14	7	29803927	32535029	869	-0.0013
X.Bipolar.qn.14	7	32535165	32535189	3	-0.3487
X.Bipolar.qn.14	7	32535387	73256925	6806	-0.0013
X.Bipolar.qn.14	7	73257045	73257083	3	0.3952
X.Bipolar.qn.14	7	73257498	107027654	8149	-0.0069
X.Bipolar.qn.14	7	107031775	107121395	11	-0.1401
X.Bipolar.qn.14	7	107135140	140144043	6633	-0.0092
X.Bipolar.qn.14	7	140145550	140155810	3	0.2953
X.Bipolar.qn.14	7	140156225	151411526	3140	0.002
X.Bipolar.qn.14	7	151413794	151425104	14	-0.1729
X.Bipolar.qn.14	7	151433020	159023827	3848	0.0028
X.Bipolar.qn.14	8	176533	17722885	4685	6e-04
X.Bipolar.qn.14	8	17738271	17738274	2	-0.4256
X.Bipolar.qn.14	8	17739686	93771909	14790	-0.0082
X.Bipolar.qn.14	8	93823792	93957832	18	-0.1751
X.Bipolar.qn.14	8	93969144	111707758	3897	-0.0091
X.Bipolar.qn.14	8	111777660	112040119	13	-0.2075
X.Bipolar.qn.14	8	112040703	146295100	10179	-9e-04
X.Bipolar.qn.14	9	73704	3472120	496	0.0018
X.Bipolar.qn.14	9	3490307	3524695	9	-0.1404
X.Bipolar.qn.14	9	3525888	130180613	15580	-9e-04
X.Bipolar.qn.14	9	130184057	130185820	3	-0.4073
X.Bipolar.qn.14	9	130186114	141102504	6953	0.01
X.Bipolar.qn.15	1	69591	16971127	10892	-0.0027
X.Bipolar.qn.15	1	17004764	17273065	47	-0.2274
X.Bipolar.qn.15	1	17278349	148929710	31712	-8e-04
X.Bipolar.qn.15	1	149105795	149231370	27	-0.3901
X.Bipolar.qn.15	1	149239082	152506842	1600	-0.0043
X.Bipolar.qn.15	1	152506922	152586488	3	-0.5952
X.Bipolar.qn.15	1	152595322	248685382	27378	0.0031
X.Bipolar.qn.15	1	248790459	248791716	2	-1.2384
X.Bipolar.qn.15	1	248845076	249219611	156	0.0015
X.Bipolar.qn.15	10	96730	135498991	36609	0.0013
X.Bipolar.qn.15	11	189654	134945853	43359	9e-04
X.Bipolar.qn.15	12	186000	7777092	4096	0.0062
X.Bipolar.qn.15	12	7780736	7791451	7	-0.3754
X.Bipolar.qn.15	12	7793353	113229534	25451	0.0019
X.Bipolar.qn.15	12	113229582	113229584	2	-0.8944
X.Bipolar.qn.15	12	113229617	132690196	8598	0.0029
X.Bipolar.qn.15	12	132690536	132690651	4	-0.3537
X.Bipolar.qn.15	12	132690692	133779169	1264	0.0045
X.Bipolar.qn.15	13	19448912	91984234	11116	1e-04
X.Bipolar.qn.15	13	91996094	92001959	11	-0.1695
X.Bipolar.qn.15	13	92002454	115094006	7152	0.0029
X.Bipolar.qn.15	14	19613906	20404281	13	-0.2563
X.Bipolar.qn.15	14	20469394	106067201	25807	0.0015
X.Bipolar.qn.15	14	106067450	106167076	12	-0.3227
X.Bipolar.qn.15	14	106198034	107117992	182	0.0173
X.Bipolar.qn.15	14	107147661	107198782	4	-0.4124
X.Bipolar.qn.15	14	107200026	107288070	22	0.0185
X.Bipolar.qn.15	15	20152530	24285115	334	-0.008
X.Bipolar.qn.15	15	24506381	24506388	2	-0.6556
X.Bipolar.qn.15	15	24672032	78632684	17040	0.0011
X.Bipolar.qn.15	15	78632859	78632861	2	-0.5794
X.Bipolar.qn.15	15	78633092	102513445	7471	0.0054
X.Bipolar.qn.15	16	85741	48279428	15531	-2e-04
X.Bipolar.qn.15	16	48281291	48281350	3	0.5965
X.Bipolar.qn.15	16	48281729	70057262	7060	0.0034
X.Bipolar.qn.15	16	70185658	70196247	7	-0.2867
X.Bipolar.qn.15	16	70284928	90163073	10091	0.0028
X.Bipolar.qn.15	17	3075	18580584	10028	0.0015
X.Bipolar.qn.15	17	18601813	18671452	2	-0.9823
X.Bipolar.qn.15	17	18680666	43973146	10431	0.003
X.Bipolar.qn.15	17	43973292	43974344	5	-0.2922
X.Bipolar.qn.15	17	43974446	44208035	120	0.0041
X.Bipolar.qn.15	17	44213797	44269794	30	0.1923
X.Bipolar.qn.15	17	44270211	44271469	10	0.0133
X.Bipolar.qn.15	17	44271559	44341754	10	0.1672
X.Bipolar.qn.15	17	44344142	55038442	3979	7e-04
X.Bipolar.qn.15	17	55038508	55038529	4	-0.4049
X.Bipolar.qn.15	17	55038611	81060259	14376	0.0019
X.Bipolar.qn.15	18	10862	78012216	13349	3e-04
X.Bipolar.qn.15	19	264871	49990766	27339	-9e-04
X.Bipolar.qn.15	19	49990801	49990808	2	-0.526
X.Bipolar.qn.15	19	49990882	51105087	949	-0.0036
X.Bipolar.qn.15	19	51107558	51108184	3	-1.2193
X.Bipolar.qn.15	19	51111185	52132427	788	-2e-04
X.Bipolar.qn.15	19	52134227	52146598	2	-0.7518
X.Bipolar.qn.15	19	52150230	59097644	4109	-0.0032
X.Bipolar.qn.15	2	18435	243031026	56977	0.0015
X.Bipolar.qn.15	20	68112	62948134	20701	0.0044
X.Bipolar.qn.15	21	10990890	43349899	5480	0.0066
X.Bipolar.qn.15	21	43351337	43352889	2	-0.46
X.Bipolar.qn.15	21	43373079	48091011	3542	0.0061
X.Bipolar.qn.15	22	16868045	51222011	15845	0.0034
X.Bipolar.qn.15	3	64070	197840782	43572	0.0011
X.Bipolar.qn.15	4	43882	190943979	31971	-2e-04
X.Bipolar.qn.15	5	12322	149526679	29928	-2e-04
X.Bipolar.qn.15	5	149528279	149533964	2	-0.6422
X.Bipolar.qn.15	5	149534078	180336781	9174	0.0016
X.Bipolar.qn.15	5	180377617	180414896	4	-1.0386
X.Bipolar.qn.15	5	180432814	180876284	278	0.0038
X.Bipolar.qn.15	6	154566	29648381	9972	-0.0027
X.Bipolar.qn.15	6	29648400	29648901	12	-0.3253
X.Bipolar.qn.15	6	29649024	29838356	181	-0.0087
X.Bipolar.qn.15	6	29854740	29910778	32	-0.3501
X.Bipolar.qn.15	6	29913343	31237824	2592	-0.0062
X.Bipolar.qn.15	6	31238036	31239320	4	-0.9207
X.Bipolar.qn.15	6	31239324	171033352	33988	-0.0017
X.Bipolar.qn.15	7	41525	159023827	39934	-0.0012
X.Bipolar.qn.15	8	176533	8084126	2273	-0.0035
X.Bipolar.qn.15	8	8084974	8086146	3	-0.8982
X.Bipolar.qn.15	8	8109054	146295100	31308	7e-04
X.Bipolar.qn.15	9	73704	141102504	23041	4e-04
X.Bipolar.qn.16	1	69591	1614009	1421	-0.0423
X.Bipolar.qn.16	1	1615736	1663781	10	-0.334
X.Bipolar.qn.16	1	1663924	53192072	26420	-0.0131
X.Bipolar.qn.16	1	53192088	53195759	5	-0.4784
X.Bipolar.qn.16	1	53207187	111927153	11567	0.0116
X.Bipolar.qn.16	1	111929363	111934770	6	-0.4181
X.Bipolar.qn.16	1	111936005	148929710	3222	0.0044
X.Bipolar.qn.16	1	149105795	149231370	27	-0.3311
X.Bipolar.qn.16	1	149239082	205818956	17199	0.0034
X.Bipolar.qn.16	1	205819179	205819609	10	-0.3727
X.Bipolar.qn.16	1	205820014	249219611	11930	0.0079
X.Bipolar.qn.16	10	96730	71892362	15385	0.007
X.Bipolar.qn.16	10	71892593	71892787	7	-0.368
X.Bipolar.qn.16	10	71893017	79395902	2764	-0.0019
X.Bipolar.qn.16	10	79396127	79398475	17	-0.2002
X.Bipolar.qn.16	10	79398838	104628811	7786	-0.0029
X.Bipolar.qn.16	10	104628846	104628865	2	-0.6574
X.Bipolar.qn.16	10	104628959	135498991	10648	-0.0032
X.Bipolar.qn.16	11	189654	62521582	19172	-0.0034
X.Bipolar.qn.16	11	62521686	62521696	2	-1.0688
X.Bipolar.qn.16	11	62521749	118901842	18361	-0.0037
X.Bipolar.qn.16	11	118902213	118902351	3	-0.491
X.Bipolar.qn.16	11	118912759	134945853	5821	0.002
X.Bipolar.qn.16	12	186000	54402468	15430	0.0071
X.Bipolar.qn.16	12	54402697	54402717	4	-0.556
X.Bipolar.qn.16	12	54402888	58003774	2469	-0.0055
X.Bipolar.qn.16	12	58003898	58004015	5	-0.3657
X.Bipolar.qn.16	12	58004248	132672380	20204	0.0077
X.Bipolar.qn.16	12	132674012	132674079	2	-0.6409
X.Bipolar.qn.16	12	132674291	133779169	1308	-0.0134
X.Bipolar.qn.16	13	19448912	91999408	11118	0.0175
X.Bipolar.qn.16	13	91999555	92001440	5	-0.1986
X.Bipolar.qn.16	13	92001575	115094006	7156	0.0063
X.Bipolar.qn.16	14	19613906	20403239	11	-0.1921
X.Bipolar.qn.16	14	20403845	35345132	4341	0.0097
X.Bipolar.qn.16	14	35346193	35346199	2	-0.7665
X.Bipolar.qn.16	14	35382673	107288070	21686	0.0036
X.Bipolar.qn.16	15	20152530	34729310	2709	0.0051
X.Bipolar.qn.16	15	34781891	34807221	8	-0.5582
X.Bipolar.qn.16	15	34872733	75165642	13206	0.0048
X.Bipolar.qn.16	15	75165806	75165896	6	-0.4785
X.Bipolar.qn.16	15	75166111	78632684	1447	-0.0155
X.Bipolar.qn.16	15	78632859	78632861	2	-0.6422
X.Bipolar.qn.16	15	78633092	102513445	7471	0.0023
X.Bipolar.qn.16	16	85741	31906326	14817	-0.0152
X.Bipolar.qn.16	16	32289757	33817457	17	-0.2819
X.Bipolar.qn.16	16	33817992	66637857	5265	1e-04
X.Bipolar.qn.16	16	66637888	66637927	4	0.2149
X.Bipolar.qn.16	16	66638031	90163073	12589	-0.0067
X.Bipolar.qn.16	17	3075	18580584	10028	-0.0111
X.Bipolar.qn.16	17	18601813	18671452	2	-0.864
X.Bipolar.qn.16	17	18680666	44159144	10543	-0.0058
X.Bipolar.qn.16	17	44178504	44269794	43	0.2703
X.Bipolar.qn.16	17	44270211	55038442	3999	-0.0048
X.Bipolar.qn.16	17	55038508	55038524	3	-0.427
X.Bipolar.qn.16	17	55038529	61850865	2359	0.0047
X.Bipolar.qn.16	17	61851092	61851115	3	-0.4309
X.Bipolar.qn.16	17	61851211	81060259	12015	-0.0141
X.Bipolar.qn.16	18	10862	64238258	10523	0.0141
X.Bipolar.qn.16	18	64266420	64271765	8	0.2778
X.Bipolar.qn.16	18	64307792	78012216	2818	0.0117
X.Bipolar.qn.16	19	264871	49990752	27338	-0.0221
X.Bipolar.qn.16	19	49990766	49990808	3	-0.7708
X.Bipolar.qn.16	19	49990882	59097644	5851	-0.0196
X.Bipolar.qn.16	2	18435	113991892	27966	0.0042
X.Bipolar.qn.16	2	113992694	113994578	10	-0.206
X.Bipolar.qn.16	2	113995370	243031026	29001	0.0097
X.Bipolar.qn.16	20	68112	1291823	601	-0.0093
X.Bipolar.qn.16	20	1291846	1294858	13	-0.2064
X.Bipolar.qn.16	20	1299450	2632606	551	0.0082
X.Bipolar.qn.16	20	2632718	2633689	12	-0.2181
X.Bipolar.qn.16	20	2633870	4991554	1117	-0.0134
X.Bipolar.qn.16	20	4991784	4991786	2	-0.9077
X.Bipolar.qn.16	20	5004919	62948134	18405	0.0021
X.Bipolar.qn.16	21	10990890	18884510	454	0.0495
X.Bipolar.qn.16	21	18884682	18885644	7	-0.1799
X.Bipolar.qn.16	21	18886093	34144059	1832	0.0288
X.Bipolar.qn.16	21	34144118	34144124	2	-1.4455
X.Bipolar.qn.16	21	34144284	34144338	5	-0.3379
X.Bipolar.qn.16	21	34144471	48091011	6724	-9e-04
X.Bipolar.qn.16	22	16868045	51222011	15845	-0.0107
X.Bipolar.qn.16	3	64070	101430248	21328	0.0036
X.Bipolar.qn.16	3	101439952	101443419	11	0.2466
X.Bipolar.qn.16	3	101443444	197840782	22233	0.0125
X.Bipolar.qn.16	4	43882	4119674	3567	-0.0253
X.Bipolar.qn.16	4	4137166	4139845	3	-1.0554
X.Bipolar.qn.16	4	4145468	190943979	28401	0.0194
X.Bipolar.qn.16	5	12322	140180298	26643	0.0126
X.Bipolar.qn.16	5	140180595	140180691	4	0.2937
X.Bipolar.qn.16	5	140180722	180876284	12739	6e-04
X.Bipolar.qn.16	6	154566	255877	39	-0.0282
X.Bipolar.qn.16	6	257261	322964	35	-0.296
X.Bipolar.qn.16	6	323570	29646253	9889	0.005
X.Bipolar.qn.16	6	29648161	29648901	21	-0.2511
X.Bipolar.qn.16	6	29649024	29870062	197	-0.0562
X.Bipolar.qn.16	6	29893273	29942505	32	-0.3366
X.Bipolar.qn.16	6	29943209	31275664	2595	-0.0266
X.Bipolar.qn.16	6	31275666	31325085	28	-0.484
X.Bipolar.qn.16	6	31334738	171033352	33945	8e-04
X.Bipolar.qn.16	7	41525	5108081	4683	-0.028
X.Bipolar.qn.16	7	5111488	5111669	8	-0.5754
X.Bipolar.qn.16	7	5111875	6121397	595	-0.0351
X.Bipolar.qn.16	7	6132681	6143284	5	-0.5811
X.Bipolar.qn.16	7	6144127	157211628	32895	0.0034
X.Bipolar.qn.16	7	157211683	157213519	3	-1.4483
X.Bipolar.qn.16	7	157213736	159023827	1745	-0.012
X.Bipolar.qn.16	8	176533	6938486	2263	-0.001
X.Bipolar.qn.16	8	6940591	6940624	2	-0.6239
X.Bipolar.qn.16	8	6974389	82754313	16133	0.0081
X.Bipolar.qn.16	8	82754452	82754900	4	-0.6172
X.Bipolar.qn.16	8	82755111	146295100	15182	0.0039
X.Bipolar.qn.16	9	73704	141102504	23041	-7e-04
X.Bipolar.qn.17	1	69591	249219611	71817	0.0023
X.Bipolar.qn.17	10	96730	69834952	14500	-0.0058
X.Bipolar.qn.17	10	69835125	69835323	8	0.23
X.Bipolar.qn.17	10	69836236	71892593	878	-1e-04
X.Bipolar.qn.17	10	71892694	71892787	6	-0.5868
X.Bipolar.qn.17	10	71893017	103202174	9707	9e-04
X.Bipolar.qn.17	10	103211740	103255202	7	-0.2191
X.Bipolar.qn.17	10	103267195	132908496	8846	0.0027
X.Bipolar.qn.17	10	132909213	132911152	3	-1.2614
X.Bipolar.qn.17	10	132912784	135498991	2654	0.0123
X.Bipolar.qn.17	11	189654	61891725	18641	0.0044
X.Bipolar.qn.17	11	61891931	61895209	2	-0.6064
X.Bipolar.qn.17	11	61896872	134945853	24716	0.0076
X.Bipolar.qn.17	12	186000	7781004	4098	0.0088
X.Bipolar.qn.17	12	7781093	7781288	3	-0.4592
X.Bipolar.qn.17	12	7781431	54402468	11329	-0.0058
X.Bipolar.qn.17	12	54402697	54402717	4	-0.2846
X.Bipolar.qn.17	12	54402888	130604047	21162	-0.0014
X.Bipolar.qn.17	12	130604378	130604991	3	0.4024
X.Bipolar.qn.17	12	130605112	133434018	2616	0.017
X.Bipolar.qn.17	12	133434193	133434485	4	-0.268
X.Bipolar.qn.17	12	133434567	133779169	203	0.0024
X.Bipolar.qn.17	13	19448912	115094006	18279	-0.0086
X.Bipolar.qn.17	14	19613906	20404281	13	-0.3834
X.Bipolar.qn.17	14	20469394	79080416	15841	-0.0043
X.Bipolar.qn.17	14	79082901	79165617	11	-0.1712
X.Bipolar.qn.17	14	79176313	106542251	10075	0.0079
X.Bipolar.qn.17	14	106586241	106775350	26	0.1877
X.Bipolar.qn.17	14	106833861	106878186	9	-0.0515
X.Bipolar.qn.17	14	106878213	106916953	6	0.2183
X.Bipolar.qn.17	14	106931455	107288070	59	-0.0576
X.Bipolar.qn.17	15	20152530	34662635	2707	0.0029
X.Bipolar.qn.17	15	34729026	34807221	10	-0.2007
X.Bipolar.qn.17	15	34872733	102358936	22130	0.0014
X.Bipolar.qn.17	15	102506237	102513445	2	0.2458
X.Bipolar.qn.17	16	85741	22448272	10748	0.0153
X.Bipolar.qn.17	16	22626088	22740145	17	-0.1813
X.Bipolar.qn.17	16	22744814	90163073	21926	0.0087
X.Bipolar.qn.17	17	3075	78808570	35444	0.0089
X.Bipolar.qn.17	17	78809852	78809873	2	-0.8816
X.Bipolar.qn.17	17	78811536	81060259	3549	0.0194
X.Bipolar.qn.17	18	10862	78012216	13349	-0.0086
X.Bipolar.qn.17	19	264871	59097644	33192	0.0093
X.Bipolar.qn.17	2	18435	89444118	22803	-0.002
X.Bipolar.qn.17	2	89545254	91635283	9	-0.3837
X.Bipolar.qn.17	2	91767906	127963512	7471	0.0029
X.Bipolar.qn.17	2	127963555	127976400	7	-0.2925
X.Bipolar.qn.17	2	127976613	177326555	8977	-0.0123
X.Bipolar.qn.17	2	177338163	177356276	9	-0.2784
X.Bipolar.qn.17	2	177356448	193179883	2637	-0.026
X.Bipolar.qn.17	2	193409297	193510735	14	-0.3713
X.Bipolar.qn.17	2	193613226	242918186	14969	0.002
X.Bipolar.qn.17	2	242919814	242947339	37	-0.2088
X.Bipolar.qn.17	2	242952828	243031026	44	0.1065
X.Bipolar.qn.17	20	68112	1206682	554	0.0113
X.Bipolar.qn.17	20	1206693	1206703	3	-0.4362
X.Bipolar.qn.17	20	1206739	4991554	1737	0.0097
X.Bipolar.qn.17	20	4991784	4991786	2	1.0203
X.Bipolar.qn.17	20	5004919	62948134	18405	0.0072
X.Bipolar.qn.17	21	10990890	38282489	3852	-0.013
X.Bipolar.qn.17	21	38289169	38291179	4	-0.3173
X.Bipolar.qn.17	21	38300102	48091011	5168	0.0093
X.Bipolar.qn.17	22	16868045	17265196	11	0.2218
X.Bipolar.qn.17	22	17303493	42516113	11012	0.0135
X.Bipolar.qn.17	22	42525206	42530411	8	0.2743
X.Bipolar.qn.17	22	42538906	51222011	4814	0.0162
X.Bipolar.qn.17	3	64070	141103468	30623	-6e-04
X.Bipolar.qn.17	3	141104523	141105273	3	0.2932
X.Bipolar.qn.17	3	141105876	195424838	11705	-0.0147
X.Bipolar.qn.17	3	195426049	195476016	22	0.1851
X.Bipolar.qn.17	3	195477854	197840782	1219	0.0062
X.Bipolar.qn.17	4	43882	46391532	11157	0.0051
X.Bipolar.qn.17	4	46391694	46391737	3	0.2565
X.Bipolar.qn.17	4	46391803	190941752	20808	-0.0235
X.Bipolar.qn.17	4	190942739	190943979	3	-0.5799
X.Bipolar.qn.17	5	12322	107005999	18798	-0.0127
X.Bipolar.qn.17	5	107006409	107006413	2	0.4768
X.Bipolar.qn.17	5	107006512	140553150	8153	-0.0061
X.Bipolar.qn.17	5	140554819	140557249	4	-0.5589
X.Bipolar.qn.17	5	140559871	167718483	6538	-0.0027
X.Bipolar.qn.17	5	167718524	167718536	2	-0.4231
X.Bipolar.qn.17	5	167718982	180876284	5889	0.0122
X.Bipolar.qn.17	6	154566	297974	59	0.0211
X.Bipolar.qn.17	6	299762	379581	50	0.2194
X.Bipolar.qn.17	6	382362	31237824	12680	-0.0021
X.Bipolar.qn.17	6	31238036	31239320	4	0.6195
X.Bipolar.qn.17	6	31239324	31275881	22	-0.005
X.Bipolar.qn.17	6	31276105	31322121	10	-0.3299
X.Bipolar.qn.17	6	31322766	31325000	8	0.2274
X.Bipolar.qn.17	6	31325058	171033352	33948	-0.0075
X.Bipolar.qn.17	7	41525	27154262	9250	0.0021
X.Bipolar.qn.17	7	27154264	27154562	5	0.2371
